x : 7.125660  y : -0.239924  deg : 164.405420
x : 7.995344  y : 0.009196  deg : 38.604748
x : 7.634176  y : -0.798063  deg : 114.626275
x : 7.630819  y : -0.813603  deg : 114.406678
x : 7.995600  y : 0.009505  deg : 36.588645
x : 7.521607  y : -1.397782  deg : 108.893581
x : 7.995125  y : 0.009423  deg : 39.603685
x : 7.994720  y : 0.009994  deg : 40.097371
x : 7.999951  y : 0.001800  deg : 1.074025
x : -nan  y : -nan  deg : -nan
x : 7.990796  y : 0.002298  deg : 86.483059
x : 7.874141  y : -0.281005  deg : 109.627100
x : 7.998560  y : 0.008475  deg : 19.644596
x : 7.992752  y : 0.002012  deg : 83.985059
x : 7.992615  y : 0.002085  deg : 83.234499
x : 7.992912  y : 0.001934  deg : 83.485654
x : 7.992610  y : 0.002262  deg : 81.983078
x : 7.998784  y : 0.007766  deg : 18.147683
x : 7.998787  y : 0.007747  deg : 18.148543
x : 7.865349  y : -0.312458  deg : 109.313290
x : 7.997483  y : 0.005484  deg : 32.156088
x : 7.855771  y : -0.358502  deg : 108.665476
x : 7.992757  y : 0.002079  deg : 82.734525
x : 7.992427  y : 0.002138  deg : 83.234105
x : 7.998794  y : 0.007698  deg : 18.150827
x : 7.994979  y : 0.013632  deg : 40.719893
x : 7.992329  y : 0.002166  deg : 83.233898
x : 7.998750  y : 0.007755  deg : 18.657692
x : 7.992436  y : 0.002135  deg : 83.484125
x : 7.998737  y : 0.007839  deg : 18.653927
x : 7.998875  y : 0.007391  deg : 17.655373
x : 7.998738  y : 0.007833  deg : 18.654219
x : 7.848893  y : -0.358730  deg : 109.592166
x : 7.855858  y : -0.350244  deg : 109.119447
x : 7.849983  y : -0.341033  deg : 110.494246
x : 7.866942  y : -0.313542  deg : 108.994869
x : 7.998819  y : 0.007775  deg : 17.637140
x : 7.998813  y : 0.007816  deg : 17.635187
x : 7.851398  y : -0.357922  deg : 109.297226
x : 7.998774  y : 0.008084  deg : 17.622403
x : 7.854439  y : -0.355191  deg : 109.034299
x : 7.854492  y : -0.363181  deg : 108.583502
x : 7.856547  y : -0.355691  deg : 108.714623
x : 7.998608  y : 0.008178  deg : 19.657250
x : 7.858282  y : -0.349482  deg : 108.822925
x : 7.999021  y : 0.007326  deg : 15.614121
x : 7.998814  y : 0.007567  deg : 18.156838
x : 7.998708  y : 0.007790  deg : 19.165202
x : 7.857834  y : -0.359288  deg : 108.338150
x : 7.850389  y : -0.353729  deg : 109.676149
x : 7.998791  y : 0.007722  deg : 18.149695
x : 7.855750  y : -0.358577  deg : 108.664153
x : 7.846608  y : -0.344763  deg : 110.735233
x : 7.858721  y : -0.355980  deg : 108.396823
x : 7.998903  y : 0.007686  deg : 16.619472
x : 7.998818  y : 0.007782  deg : 17.636785
x : 7.992630  y : 0.002116  deg : 82.984252
x : 7.869981  y : -0.304009  deg : 109.155593
x : 7.992434  y : 0.001959  deg : 85.235523
x : 7.614757  y : 0.015867  deg : 174.391499
x : 7.993597  y : 0.010201  deg : 45.363027
x : 7.995619  y : 0.011871  deg : 40.006232
x : 7.998158  y : 0.009816  deg : 21.125728
x : 7.763119  y : 0.024570  deg : 168.078225
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.993885  y : 0.016428  deg : 29.916058
x : 7.995606  y : 0.009603  deg : 30.085427
x : 7.988958  y : 0.017319  deg : 41.520582
x : 7.928605  y : 0.125400  deg : -25.845505
x : 7.922677  y : 0.125921  deg : -22.447655
x : 7.897715  y : 0.112653  deg : -8.511661
x : 7.881741  y : 0.128355  deg : -11.094206
x : 7.825888  y : 0.123627  deg : -1.876416
x : 7.762198  y : 0.145580  deg : -0.974554
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 6.752547  y : 1.331822  deg : -39.873485
x : 7.454092  y : 0.928579  deg : -36.548892
x : -nan  y : -nan  deg : -nan
x : 6.282184  y : 1.028523  deg : 56.589400
x : 6.773759  y : 1.229746  deg : -26.331768
x : 7.003699  y : 1.198423  deg : -21.511801
x : 6.999631  y : 1.091126  deg : -25.734696
x : -nan  y : -nan  deg : -nan
x : 7.751827  y : 0.297056  deg : 3.626814
x : 7.559109  y : 0.095768  deg : 0.744903
x : 6.588796  y : 0.447041  deg : 4.172860
x : 6.602999  y : 0.324445  deg : 2.925188
x : 6.686220  y : 0.611103  deg : 6.054575
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.659431  y : 0.309609  deg : 98.226230
x : -nan  y : -nan  deg : -nan
x : 7.489364  y : 0.355281  deg : 113.171270
x : 5.036905  y : 0.300511  deg : 3.458988
x : 7.218291  y : 0.385389  deg : 130.256296
x : 2.993922  y : 1.345421  deg : 31.206802
x : -7.039025  y : 0.000000  deg : 179.250000
x : 6.427190  y : 0.160085  deg : 1.438274
x : -nan  y : -nan  deg : -nan
x : 6.456166  y : 0.217977  deg : 1.963419
x : 6.472112  y : 0.254353  deg : 2.298436
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 6.669573  y : 0.684591  deg : 7.021240
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.211537  y : 0.982206  deg : -32.244363
x : -nan  y : -nan  deg : -nan
x : -2.522460  y : 0.000000  deg : 172.000000
x : 1.020423  y : 0.748712  deg : 11.377191
x : -0.342972  y : 0.230931  deg : 32.914475
x : -12.760009  y : 0.000000  deg : 175.250000
x : -264.443476  y : 0.000000  deg : 173.750000
x : -8.507832  y : 1.000662  deg : 14.781124
x : -nan  y : -nan  deg : -nan
x : 4.969604  y : 0.505728  deg : 6.025501
x : 7.947408  y : 0.141117  deg : -58.560562
x : 7.968404  y : 0.155385  deg : 5.243827
x : 7.860787  y : 0.061992  deg : -10.753582
x : 7.966727  y : 0.145941  deg : 7.093380
x : 7.949153  y : 0.137066  deg : -60.147017
x : 7.958187  y : 0.136310  deg : -58.696505
x : 7.954974  y : 0.127162  deg : -56.751789
x : 7.956245  y : 0.032329  deg : 52.290406
x : 2.579125  y : 0.079372  deg : 124.911140
x : -nan  y : -2.381019  deg : -nan
x : 7.854621  y : 0.035528  deg : -1.982914
x : 7.585273  y : 0.774365  deg : -12.327829
x : 5.450357  y : 1.793462  deg : -13.373198
x : 6.846184  y : -2.006705  deg : 110.898065
x : 5.819080  y : 1.772775  deg : -17.606160
x : 3.314327  y : 1.099763  deg : 8.791329
x : 5.241226  y : 1.260034  deg : 0.952071
x : 4.578609  y : 1.275818  deg : 1.799790
x : 5.773393  y : 1.427831  deg : 2.829620
x : 5.476443  y : 1.037669  deg : 12.897887
x : 6.977876  y : 1.288755  deg : -8.081745
x : 7.053394  y : 1.023365  deg : 3.018630
x : 7.163750  y : 0.921103  deg : 3.485641
x : 7.621636  y : 0.756105  deg : -41.166057
x : 7.537864  y : 0.677561  deg : -9.703733
x : 7.176749  y : 0.867102  deg : 8.263973
x : 7.178934  y : 0.865513  deg : 8.740410
x : 7.140463  y : 0.872291  deg : 9.828061
x : 7.000135  y : 0.961738  deg : 12.613505
x : 6.937765  y : 1.210693  deg : 8.512971
x : -224.847803  y : 0.000000  deg : 120.500000
x : 6.509304  y : 1.571698  deg : -9.765148
x : 0.909299  y : 0.000000  deg : 153.500000
x : 2.010734  y : 0.000000  deg : 141.000000
x : 1.661924  y : 0.000000  deg : 139.500000
x : 1.529739  y : 0.000000  deg : 138.750000
x : -3.260109  y : 0.000000  deg : 180.000000
x : 0.096199  y : 0.000000  deg : 179.750000
x : 0.178321  y : 0.000000  deg : 160.000000
x : 0.308376  y : 0.000000  deg : 180.000000
x : -2.851197  y : 0.111578  deg : 175.160874
x : 5.542277  y : 0.310967  deg : 161.538879
x : 6.146204  y : 1.974376  deg : 89.445898
x : 6.851954  y : 0.074603  deg : 168.532007
x : -34.358015  y : 0.000000  deg : 21.250000
x : 7.906321  y : 0.117178  deg : -42.359097
x : 7.912601  y : 0.122239  deg : -45.435887
x : 7.890905  y : 0.105948  deg : 40.338338
x : 7.709151  y : -0.423138  deg : 123.253171
x : 7.725786  y : -0.414671  deg : 122.225873
x : 7.411406  y : 0.117589  deg : 104.952210
x : 7.753604  y : -0.404827  deg : 121.326560
x : 7.389760  y : 0.104343  deg : 107.547031
x : 7.494169  y : -0.023486  deg : 119.591647
x : 7.872548  y : 0.366213  deg : -49.060699
x : 7.729046  y : -0.294553  deg : 115.360401
x : 7.797061  y : -0.361515  deg : 113.808057
x : 7.813813  y : -0.386040  deg : 112.998035
x : 7.807019  y : -0.377875  deg : 113.053375
x : 7.785466  y : -0.355843  deg : 113.085283
x : 7.949708  y : 0.189592  deg : -56.893541
x : 7.611104  y : 0.109878  deg : 147.473040
x : 7.578357  y : 0.105002  deg : 152.766088
x : 7.596027  y : 0.126599  deg : 146.099751
x : 7.709717  y : 0.133218  deg : 1.098337
x : 7.840371  y : 0.296000  deg : 4.337411
x : 7.518225  y : 0.029013  deg : 169.803694
x : 7.433822  y : 0.029128  deg : 169.054953
x : 7.448442  y : 0.123219  deg : 155.656773
x : 7.424392  y : 0.051311  deg : 159.406001
x : 7.430663  y : 0.191501  deg : 143.409183
x : 7.423151  y : 0.222307  deg : 139.174250
x : 7.425853  y : 0.148720  deg : 142.977967
x : 7.419133  y : 0.019038  deg : 153.122823
x : 7.307979  y : 0.000000  deg : 163.750000
x : 7.242791  y : 0.000000  deg : 161.500000
x : 7.176538  y : 0.000000  deg : nan
x : 7.307503  y : 0.009850  deg : 161.935068
x : 7.891085  y : 0.292797  deg : -9.095643
x : 7.117720  y : 0.000000  deg : 160.499999
x : 6.754824  y : 0.000000  deg : 160.999999
x : 7.493710  y : 0.023509  deg : 155.841503
x : 7.485081  y : 0.023933  deg : 153.838802
x : 7.421929  y : 0.037927  deg : 148.246199
x : 7.311543  y : 0.000000  deg : 179.500000
x : 7.097551  y : 0.000000  deg : 175.749999
x : 6.721612  y : 0.000000  deg : 172.000000
x : 6.173694  y : 0.000000  deg : 179.999999
x : 6.059724  y : 0.000000  deg : nan
x : 6.213190  y : 0.000000  deg : 180.000000
x : 6.609923  y : 0.000000  deg : 179.999999
x : 6.805507  y : 0.000000  deg : nan
x : 6.792621  y : 0.000000  deg : 179.250000
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.809795  y : 0.046194  deg : -6.900744
x : 7.815774  y : 0.051463  deg : -8.607559
x : 7.200002  y : 0.684926  deg : -3.068794
x : 7.923678  y : 0.178821  deg : -3.136939
x : -nan  y : -nan  deg : -nan
x : 7.958752  y : 0.177907  deg : 0.803545
x : 7.824724  y : 0.057149  deg : -9.558777
x : 7.958026  y : 0.180031  deg : 4.623937
x : 7.836663  y : 0.042036  deg : -0.432208
x : -nan  y : -nan  deg : -nan
x : 7.978411  y : 0.112154  deg : 5.895835
x : 7.872541  y : 0.055572  deg : -15.307376
x : 7.979410  y : 0.085825  deg : 10.240859
x : 7.860598  y : 0.025364  deg : 0.188022
x : 3.416472  y : 1.583327  deg : 14.443117
x : 7.512395  y : 0.789517  deg : -30.050548
x : 7.366409  y : 0.674379  deg : 0.463847
x : 7.865297  y : 0.037275  deg : -7.217884
x : 7.365530  y : 0.686367  deg : -0.750079
x : 7.856729  y : 0.077323  deg : 48.394333
x : 4.590277  y : 0.979743  deg : 13.718625
x : 7.233594  y : 0.630617  deg : 5.551628
x : 7.248747  y : 0.616860  deg : 6.860305
x : -nan  y : -nan  deg : -nan
x : 7.385558  y : 0.625581  deg : 5.985320
x : 7.425623  y : 0.604114  deg : 7.304523
x : 7.440005  y : 0.599278  deg : 7.559231
x : 7.428420  y : 0.601809  deg : 7.524257
x : 4.059347  y : 1.316716  deg : 22.773641
x : 3.437986  y : 1.310322  deg : 26.724636
x : 3.235459  y : 1.317941  deg : 28.787783
x : 0.835068  y : 0.526947  deg : 41.293736
x : 7.859583  y : 0.019991  deg : -0.102743
x : -4.982744  y : 0.000000  deg : 48.000000
x : -2.803413  y : 0.000000  deg : 47.500000
x : 7.385471  y : 0.357536  deg : 3.308901
x : 7.951487  y : 0.188400  deg : 7.440029
x : 0.875043  y : 0.724066  deg : 67.947297
x : 7.429771  y : 0.355162  deg : 3.333675
x : -1.671738  y : 0.000000  deg : 180.000000
x : 3.214475  y : 0.000000  deg : 180.000000
x : 5.379801  y : 0.000000  deg : 180.000000
x : -11.858408  y : 0.000000  deg : 78.750000
x : 7.530721  y : 0.412656  deg : 4.423485
x : 6.587455  y : 0.000000  deg : 179.000000
x : 6.716230  y : 0.000000  deg : nan
x : 6.815065  y : 0.000000  deg : 179.500000
x : 6.937724  y : 0.000000  deg : nan
x : 7.027083  y : 0.000000  deg : 179.500000
x : 7.102964  y : 0.000000  deg : 180.000000
x : 7.166796  y : 0.000000  deg : nan
x : 7.130007  y : 0.000000  deg : 176.999999
x : 5.953099  y : 0.000000  deg : 180.000000
x : 5.495727  y : 0.000000  deg : 179.000000
x : 5.886378  y : 0.000000  deg : 180.000000
x : 5.522111  y : 0.000000  deg : 176.000000
x : 5.006844  y : 0.000000  deg : 177.000000
x : 4.759870  y : 0.000000  deg : 179.000000
x : 7.528565  y : 0.323055  deg : 1.078760
x : 7.696899  y : 0.476951  deg : 7.185823
x : 0.635287  y : 0.558787  deg : 75.911080
x : 4.452957  y : 0.000000  deg : 180.000000
x : 7.512195  y : 0.293865  deg : 1.684222
x : 7.959136  y : 0.124472  deg : 3.175090
x : 7.498347  y : 0.346861  deg : 2.588597
x : 0.387003  y : 0.000000  deg : 177.250000
x : 2.224863  y : 0.000000  deg : 180.000000
x : 3.220816  y : 0.000000  deg : 180.000000
x : 3.677878  y : 0.000000  deg : 178.750000
x : 2.163001  y : 0.000000  deg : 180.000000
x : 2.391439  y : 0.000000  deg : 177.500000
x : 0.983460  y : 0.000000  deg : 180.000000
x : -1.101224  y : 0.000000  deg : 180.000000
x : -0.676679  y : 0.000000  deg : 180.000000
x : -0.326038  y : 0.000000  deg : 180.000000
x : 2.115188  y : 0.000000  deg : 180.000000
x : -2.191711  y : 0.000000  deg : 177.000000
x : -7.688884  y : 0.000000  deg : 180.000000
x : -2.714658  y : 0.000000  deg : 179.750000
x : -6.650106  y : 0.000000  deg : 180.000000
x : -3.279436  y : 0.000000  deg : 180.000000
x : -1.440771  y : 0.000000  deg : 180.000000
x : 0.245079  y : 0.000000  deg : 180.000000
x : 2.415962  y : 0.000000  deg : 179.500000
x : 7.646124  y : 0.504510  deg : 7.046750
x : 7.488708  y : 0.338868  deg : 3.214841
x : 7.490083  y : 0.327159  deg : 3.066087
x : 7.515075  y : 0.361138  deg : 3.573872
x : 7.504358  y : 0.337749  deg : 2.978082
x : 5.334006  y : 0.000000  deg : 179.750000
x : 3.956159  y : 0.000000  deg : 179.500000
x : 3.583792  y : 0.000000  deg : 178.500000
x : 4.348247  y : 0.000000  deg : 179.250000
x : 3.958440  y : 0.000000  deg : 180.000000
x : 2.940408  y : 0.000000  deg : 179.750000
x : 2.559253  y : 0.000000  deg : 179.000000
x : 1.602181  y : 0.000000  deg : 177.500000
x : 0.105299  y : 0.000000  deg : 180.000000
x : 1.081886  y : 0.000000  deg : 179.250000
x : 2.131063  y : 0.000000  deg : 179.750000
x : 4.762890  y : 0.000000  deg : 180.000000
x : -nan  y : -nan  deg : -nan
x : 5.321435  y : 0.000000  deg : 180.000000
x : 6.067482  y : 0.000000  deg : 178.750000
x : 6.275238  y : 0.000000  deg : 177.500000
x : 6.343322  y : 0.000000  deg : 179.999999
x : 6.501856  y : 0.000000  deg : 180.000000
x : 6.404325  y : 0.000000  deg : nan
x : 6.399441  y : 0.000000  deg : 179.999999
x : 7.627442  y : 0.383697  deg : 2.156172
x : 6.050432  y : 0.000000  deg : 180.000000
x : 6.012014  y : 0.000000  deg : 179.499999
x : 5.888683  y : 0.000000  deg : 178.750000
x : 4.907649  y : 0.000000  deg : 179.500000
x : 3.300687  y : 0.000000  deg : 177.750000
x : 4.687953  y : 0.000000  deg : 180.000000
x : 2.619316  y : 0.000000  deg : 180.000000
x : 4.381633  y : 0.000000  deg : 177.500000
x : 4.499631  y : 0.000000  deg : 180.000000
x : 4.655600  y : 0.000000  deg : 179.250000
x : 4.395769  y : 0.000000  deg : 180.000000
x : 5.246177  y : 0.000000  deg : 180.000000
x : 4.895568  y : 0.000000  deg : 180.000000
x : 5.187390  y : 0.000000  deg : 180.000000
x : 5.002282  y : 0.000000  deg : 180.000000
x : 5.059360  y : 0.000000  deg : 180.000000
x : 5.488259  y : 0.000000  deg : 178.250000
x : 5.871111  y : 0.011761  deg : 175.683471
x : 6.043040  y : -0.042520  deg : 174.505288
x : 6.027661  y : -0.075147  deg : 169.818050
x : -23.718531  y : 0.000000  deg : 56.250000
x : 5.669243  y : 1.858128  deg : 17.437415
x : 4.671502  y : -3.561964  deg : 124.309423
x : -nan  y : -27.376314  deg : -nan
x : 6.634773  y : -4.320014  deg : 105.037778
x : -10.395707  y : 0.000000  deg : 59.000000
x : 4.355515  y : 1.740548  deg : 32.471604
x : 6.172040  y : 1.547452  deg : 17.750559
x : 5.959214  y : -0.044715  deg : 173.744804
x : 7.340829  y : 0.926236  deg : -0.061799
x : 5.897410  y : 1.804162  deg : 40.368225
x : -2.142764  y : -0.100373  deg : 170.433016
x : 5.196707  y : 0.033038  deg : 170.574775
x : 6.090194  y : 0.793470  deg : 130.938507
x : 5.443103  y : 0.029447  deg : 171.090177
x : 7.691756  y : 0.443895  deg : -28.723586
x : 6.345582  y : 0.319091  deg : 146.083297
x : 6.397608  y : 0.041974  deg : 159.749488
x : 4.176366  y : 1.655202  deg : 28.592839
x : -1.801285  y : -2.492864  deg : 160.229931
x : 4.951604  y : -0.800653  deg : 161.283797
x : 0.095445  y : 0.068572  deg : 160.002969
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -0.644874  y : 0.949974  deg : 152.229005
x : 7.537928  y : 0.488739  deg : -16.856550
x : 7.576541  y : 0.534932  deg : -23.884437
x : -0.176434  y : 2.199467  deg : 135.693802
x : 7.612747  y : 0.571961  deg : -23.899594
x : 7.585156  y : 0.557865  deg : -22.114453
x : 7.293776  y : 0.969960  deg : -11.691761
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.610404  y : 0.625878  deg : -35.848617
x : -nan  y : -nan  deg : -nan
x : 7.365746  y : 1.021707  deg : -15.918899
x : -nan  y : -nan  deg : -nan
x : 7.591316  y : 0.783973  deg : -25.467066
x : -nan  y : -nan  deg : -nan
x : -nan  y : 137.264053  deg : -nan
x : -27.179814  y : 0.828932  deg : 172.900205
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.578415  y : 0.797843  deg : -13.397780
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.109274  y : 0.323008  deg : -0.182364
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.413382  y : 0.068011  deg : 171.913660
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.250278  y : 0.820194  deg : -2.070245
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.480410  y : 0.416269  deg : -10.699902
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 5.404054  y : 0.000000  deg : 179.750000
x : 5.373777  y : 0.000000  deg : 179.500000
x : 5.304432  y : 0.000000  deg : 179.250000
x : 5.145324  y : 0.000000  deg : 178.750000
x : 4.715790  y : 0.000000  deg : 178.250000
x : -nan  y : -nan  deg : -nan
x : 4.375015  y : 0.000000  deg : 180.000000
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 6.062326  y : 1.631785  deg : 11.148071
x : 6.468288  y : 1.369486  deg : 8.950456
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
